trade_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,side,pnl,commission,slippage,duration_hours,is_winner
trade_1,USDCHF,2025-06-01 19:50:33.341079,2025-06-01 19:50:33.478597,1.10009010301121,1.0998999528468953,4545.0,buy,-2.864232496810189,2.0,0.0,3.819944444444445e-05,False
trade_2,GBPUSD,2025-06-01 19:50:33.593043,2025-06-01 19:50:34.997041,-0.1000299059617854,1.1001284409190581,4545.0,sell,-5456.719686573434,2.0,0.0,0.00038999944444444444,False
trade_3,USDJPY,2025-06-01 19:50:33.740321,2025-06-01 19:50:35.214553,-0.10003331885547788,1.1001256364850138,4495.0,sell,-5396.71450425551,2.0,0.0,0.00040950888888888887,False
trade_4,USDCHF,2025-06-01 19:50:34.564364,2025-06-01 19:50:35.328893,1.1001081447693233,1.0999049443144326,4446.0,buy,-2.903429222443784,2.0,0.0,0.00021236916666666667,False
trade_5,EURUSD,2025-06-01 19:50:33.879607,2025-06-01 19:50:35.520629,1.100105963162869,1.0998964508430944,4446.0,buy,-2.93149177371746,2.0,0.0,0.00045583944444444445,False
trade_6,USDJPY,2025-06-01 19:50:33.740321,2025-06-01 19:50:35.577263,-0.10003331885547788,1.1001469255431198,4446.0,sell,-5338.001366596165,2.0,0.0,0.0005102616666666667,False
trade_7,GBPUSD,2025-06-01 19:50:33.593043,2025-06-01 19:50:36.004050,-0.1000299059617854,1.1001282707504323,4398.0,sell,-5280.295661180334,2.0,0.0,0.0006697241666666667,False
trade_8,EURUSD,2025-06-01 19:50:33.879607,2025-06-01 19:50:36.168830,1.100105963162869,1.0999051097401698,4350.0,buy,-2.873712388741321,2.0,0.0,0.0006358952777777777,False
trade_9,EURUSD,2025-06-01 19:50:33.879607,2025-06-01 19:50:36.521100,1.100105963162869,1.099900375413262,4350.0,buy,-2.894306710790427,2.0,0.0,0.0007337480555555556,False
trade_10,USDCHF,2025-06-01 19:50:34.564364,2025-06-01 19:50:37.335221,1.1001258088989359,1.0998881285791382,4350.0,buy,-3.0339093911197805,2.0,0.0,0.0007696825,False
trade_11,GBPUSD,2025-06-01 19:50:33.593043,2025-06-01 19:50:37.580527,1.0671851609522436,1.1001174882333178,4350.0,sell,-145.25562367267278,2.0,0.0,0.0011076344444444445,False
trade_12,USDCHF,2025-06-01 19:50:34.564364,2025-06-01 19:50:37.865870,1.1001258088989359,1.299524304785328,99.0,buy,17.74045109275282,2.0,0.0,0.000917085,True
trade_13,USDJPY,2025-06-01 19:50:33.740321,2025-06-01 19:50:38.060047,1.2605510264155184,1.1000914305898974,4348.0,sell,695.6783226498,2.0,0.0,0.001199923888888889,True
trade_14,USDCHF,2025-06-01 19:50:34.564364,2025-06-01 19:50:38.868003,1.299524304785328,1.1001011423577038,4249.0,sell,845.349017154975,2.0,0.0,0.001195455277777778,True
trade_15,EURUSD,2025-06-01 19:50:33.879607,2025-06-01 19:50:39.130740,1.1000932881918988,1.0998858858474345,4362.0,buy,-2.904689026553094,2.0,0.0,0.0014586480555555557,False
trade_16,GBPUSD,2025-06-01 19:50:33.593043,2025-06-01 19:50:39.361575,1.0290888106821987,1.100097949038976,4362.0,sell,-311.74186151226235,2.0,0.0,0.00160237,False
trade_17,USDJPY,2025-06-01 19:50:33.740321,2025-06-01 19:50:39.526929,0.9967183464794566,1.2997946515961103,4360.0,sell,-1323.4126903086103,2.0,0.0,0.001607391111111111,False
trade_18,USDCHF,2025-06-01 19:50:34.564364,2025-06-01 19:50:39.678486,1.299524304785328,1.0998889892277162,106.0,buy,-23.16134344910685,2.0,0.0,0.0014205894444444445,False
