Date,Open,High,Low,Close,Volume
2018-01-01 00:00:00,1.0998256211618789,1.0998399895358195,1.0997979102492847,1.099818949892552,2799.0924148211875
2018-01-01 00:30:00,1.0996839186731588,1.09976418684087,1.0996615344138974,1.0997128606273836,3624.23781985553
2018-01-01 01:00:00,1.0998432363796058,1.0999553172061616,1.0997843827769291,1.0998698499915454,2264.2599556018754
2018-01-01 01:30:00,1.0999877396415203,1.1000040670828686,1.0999716810725635,1.099987874077716,911.6457140252578
2018-01-01 02:00:00,1.0999782352765648,1.1000149904183851,1.0998574967075616,1.0999362435629734,1094.5984389184791
2018-01-01 02:30:00,1.0997254658649789,1.099806605377742,1.099695737554896,1.099751171466319,1507.0750271948873
2018-01-01 03:00:00,1.0993613912936624,1.09958795391912,1.099302199013701,1.0994450764664103,2434.397786933857
2018-01-01 03:30:00,1.0995639798249504,1.0995891684956212,1.0995029127982956,1.0995460406469584,4654.495933778376
2018-01-01 04:00:00,1.099743290700713,1.099773235738873,1.099705942825368,1.0997395892821205,2140.534446842867
2018-01-01 04:30:00,1.1000142918309352,1.1000935345331493,1.0999855660027882,1.1000395502679687,533.9927862999042
2018-01-01 05:00:00,1.0998851653141537,1.0998878091378566,1.099824018079376,1.0998559136086163,1041.6993906582215
2018-01-01 05:30:00,1.0993905023946693,1.0994844959426198,1.0993604213054056,1.0994224586240129,2179.513707841231
2018-01-01 06:00:00,1.0994554266352112,1.0994960021503897,1.0993912364663383,1.099443619308364,4309.137620860535
2018-01-01 06:30:00,1.0995893748349814,1.099592406587928,1.0995253195001355,1.0995588630440318,2020.5399838158896
2018-01-01 07:00:00,1.0996432570823478,1.0996586178288503,1.099606410460153,1.0996325141445018,1159.2337126518155
2018-01-01 07:30:00,1.0998167991481618,1.0999600210122245,1.0997417407093597,1.099850880860792,4182.338857582085
2018-01-01 08:00:00,1.099905401692523,1.1001042415711124,1.0998169926183603,1.0999606170947365,743.862311995288
2018-01-01 08:30:00,1.1000188090981056,1.1000542439937429,1.099942921507082,1.0999985827504124,2152.9167186132577
2018-01-01 09:00:00,1.100090627393585,1.100167581809511,1.1000693239924786,1.1001184529009946,2345.425586931891
2018-01-01 09:30:00,1.100226973701587,1.100246491633588,1.100172085688807,1.1002092886611976,940.7265538167474
