Date,Open,High,Low,Close,Volume
2018-01-01 00:00:00,109.9745190748247,109.97456850788168,109.9744191952488,109.97449385156524,2503.221083268474
2018-01-01 00:30:00,110.00615428329928,110.00622509400448,110.0060720849306,110.00614858946754,2399.8857453107644
2018-01-01 01:00:00,110.0208479524046,110.02099747678795,110.02071447419875,110.02085597549336,959.6324598660588
2018-01-01 01:30:00,110.02814528547968,110.02819628318645,110.02807942674256,110.0281378549645,2860.599159188216
2018-01-01 02:00:00,110.03633316604903,110.03639034933296,110.03632290667626,110.0363566280046,2240.633667746262
2018-01-01 02:30:00,110.04125432754294,110.04138649146525,110.04118782731366,110.04128715938946,1046.0054179048343
2018-01-01 03:00:00,110.06434390751764,110.0645116345742,110.06422291233272,110.06436727345346,3405.49052015296
2018-01-01 03:30:00,110.06952781052532,110.06957699468929,110.0695033924954,110.06954019359236,1394.5927785885492
2018-01-01 04:00:00,110.10289766042511,110.102920928646,110.10280718355388,110.10286405609996,1839.54448777338
2018-01-01 04:30:00,110.11414941451709,110.11417648302162,110.11412029677147,110.11414838989656,1576.878518273227
2018-01-01 05:00:00,110.09473937883033,110.09476309591628,110.09467056868657,110.09471683230142,873.074531406783
2018-01-01 05:30:00,110.07206612536646,110.07207215192122,110.07198473413564,110.07202844302844,1969.3682949255465
2018-01-01 06:00:00,110.02694735973418,110.02706510697035,110.02681038446316,110.02693774571676,5677.157634552091
2018-01-01 06:30:00,110.01703882880716,110.0170441220842,110.01703356151933,110.01703884180176,2143.0441431260338
2018-01-01 07:00:00,110.01393150755024,110.01393920562182,110.01393100355376,110.0139351045878,1384.2097794431577
2018-01-01 07:30:00,110.03325170827183,110.03331118181364,110.03322236135648,110.03326677158506,957.2998016732524
2018-01-01 08:00:00,110.04127368898008,110.0413411641874,110.04125805456772,110.04129960937756,4606.880806951067
2018-01-01 08:30:00,110.09777116915964,110.09788629723124,110.09768677611184,110.09778653667152,1317.8601124746635
2018-01-01 09:00:00,110.17296550528587,110.17303529005804,110.17292969526623,110.17298249266214,3500.8936024755967
2018-01-01 09:30:00,110.17779114727978,110.17781027213287,110.17773502814786,110.17777265014035,1528.9507504551598
2018-01-01 10:00:00,110.15505757854989,110.1550933292408,110.15505641798724,110.155074873614,3266.382616452626
2018-01-01 10:30:00,110.11453153630704,110.11455686625229,110.11450709962536,110.1145319829388,1115.108141895087
2018-01-01 11:00:00,110.18154480271714,110.18164521243692,110.1814464679817,110.18154584020932,8733.255836204129
2018-01-01 11:30:00,110.0430745390418,110.0431995795176,110.0429104012408,110.0430549903792,1242.6566528408346
2018-01-01 12:00:00,109.97551684902638,109.97556599495871,109.97543228018196,109.97549913757034,4902.592113404527
2018-01-01 12:30:00,109.82285324030124,109.822972259783,109.82280295681556,109.82288760829928,2101.864415002282
2018-01-01 13:00:00,109.8469109767492,109.84695055994018,109.84687795685724,109.84691425839873,2603.2414766010647
2018-01-01 13:30:00,109.87716681925968,109.8772208902615,109.87704813920688,109.8771345147342,1202.954795755797
2018-01-01 14:00:00,109.90908615139068,109.90913651776746,109.90905016122046,109.90909333949396,2425.73793238846
2018-01-01 14:30:00,109.89786228631836,109.89791336624458,109.89782108949125,109.8978672278679,1639.9766805099716
2018-01-01 15:00:00,109.88948159542456,109.88952883562963,109.8894462727677,109.88948755419868,1867.799858936235
2018-01-01 15:30:00,109.9366140037268,109.93668041287364,109.93649421925628,109.93658731606496,2268.851165063341
2018-01-01 16:00:00,109.95504420726914,109.95509737036792,109.95496486446092,109.95503111741442,1732.2056521001746
2018-01-01 16:30:00,109.94175045935602,109.94177692496169,109.94170542653474,109.9417411757482,885.5943494524226
2018-01-01 17:00:00,109.90051327502088,109.9005137423446,109.90046637179694,109.90049005707075,2797.2919922970086
2018-01-01 17:30:00,109.87735437288296,109.87738010586936,109.8773287442836,109.87735442507648,3301.4533150683155
2018-01-01 18:00:00,109.8761882980273,109.87627987290142,109.87614278067994,109.87621132679068,1757.2519745837133
2018-01-01 18:30:00,109.89520650083094,109.8952878711706,109.89515942322004,109.89522364719532,1934.6981078349816
2018-01-01 19:00:00,109.92097558462255,109.92102081742053,109.92089543878348,109.920958128102,4520.753112374562
2018-01-01 19:30:00,109.932255901934,109.93242087668756,109.93213068045915,109.93227577857336,3884.445099910273
2018-01-01 20:00:00,109.9323069282099,109.93238552839505,109.93221853460088,109.93230203149795,1773.5317798379813
2018-01-01 20:30:00,109.93582432298447,109.93587100834468,109.93568087029834,109.93577593932152,6621.72350286315
2018-01-01 21:00:00,109.9729684064782,109.9731204466074,109.97282666320277,109.97297355490508,2273.664849373201
2018-01-01 21:30:00,109.961798163352,109.96183987180352,109.961786357154,109.96181311447876,2079.4015641111027
2018-01-01 22:00:00,109.97765249601348,109.97766299610625,109.97760191547574,109.977632455791,1551.283557262623
2018-01-01 22:30:00,109.93833608822987,109.93840650890796,109.93832148095892,109.93836399493344,4979.575842458677
2018-01-01 23:00:00,109.92379904426376,109.9240168895314,109.9236136231576,109.9238152563445,1548.5234521330387
2018-01-01 23:30:00,109.92381657655704,109.92382283810812,109.92374813109411,109.92378548460113,1505.9169950979704
2018-01-02 00:00:00,109.93495143364136,109.93517197210652,109.93472507545992,109.93494852378322,1465.4089451193472
2018-01-02 00:30:00,109.93999499723324,109.94002135895236,109.93998693323164,109.940004146092,4473.275609751252
2018-01-02 01:00:00,109.896544884118,109.8966274518491,109.89648061946872,109.89655403565892,3431.125180004437
2018-01-02 01:30:00,109.92070518391996,109.9207921013543,109.9206149439357,109.920703522645,1405.0731581721875
2018-01-02 02:00:00,109.91458009172204,109.91462539708895,109.91451876616496,109.91457208162696,3203.1399122489847
2018-01-02 02:30:00,109.91550788416905,109.91557716703312,109.91538755036817,109.91548235870064,1365.7087230853442
2018-01-02 03:00:00,109.9101296502336,109.91013226340073,109.91004384170468,109.9100880525527,2777.3847616360003
