timestamp,equity,returns,cumulative_returns,running_max,drawdown
2025-06-01 19:39:03.722023,250000.0,,,250000.0,0.0
2024-01-01 00:00:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:01:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:01:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:02:00.000000,250000.0,0.0,0.0,250000.0,0.0
2025-06-01 19:39:06.935492,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:03:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:04:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:04:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:04:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:05:00.000000,250000.0,0.0,0.0,250000.0,0.0
2025-06-01 19:39:07.149616,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:05:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:06:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:06:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:06:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:07:00.000000,250000.0,0.0,0.0,250000.0,0.0
2025-06-01 19:39:07.332690,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:07:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:07:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:08:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:08:00.000000,250000.0,0.0,0.0,250000.0,0.0
2024-01-01 00:08:00.000000,250000.0,0.0,0.0,250000.0,0.0
2025-06-01 19:39:07.549068,249998.17844173036,-7.286233078551696e-06,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2024-01-01 00:09:00.000000,249998.17844173036,0.0,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2024-01-01 00:09:00.000000,249998.17844173036,0.0,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2024-01-01 00:10:00.000000,249998.17844173036,0.0,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2024-01-01 00:10:00.000000,249998.17844173036,0.0,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2024-01-01 00:11:00.000000,249998.17844173036,0.0,-7.286233078551696e-06,250000.0,7.286233078571968e-06
2025-06-01 19:39:07.662884,247042.1325136901,-0.011824269866547277,-0.011831469945239648,250000.0,0.0118314699452396
2024-01-01 00:11:00.000000,247042.1325136901,0.0,-0.011831469945239648,250000.0,0.0118314699452396
2024-01-01 00:11:00.000000,247042.1325136901,0.0,-0.011831469945239648,250000.0,0.0118314699452396
2024-01-01 00:12:00.000000,247042.1325136901,0.0,-0.011831469945239648,250000.0,0.0118314699452396
2024-01-01 00:13:00.000000,247042.1325136901,0.0,-0.011831469945239648,250000.0,0.0118314699452396
