timestamp,equity,returns,cumulative_returns,running_max,drawdown
2025-06-07 09:01:50.674431,100000.0,,,100000.0,0.0
2024-01-01 00:00:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:05:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:06:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:07:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:08:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:09:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:10:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:11:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:12:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:13:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:14:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:15:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:20:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:25:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:26:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:27:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:28:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:29:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:30:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:31:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:32:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:33:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:34:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:35:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:36:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:37:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:38:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:39:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:40:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:41:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:42:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:43:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:44:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:45:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:46:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:47:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:48:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:49:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:50:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:51:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:52:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:53:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:54:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:55:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:56:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:57:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:58:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:59:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:00:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:05:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:06:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:07:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:08:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:09:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:10:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:11:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:12:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:13:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:14:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:15:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:20:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:25:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:30:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:35:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:40:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:45:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:50:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:55:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:56:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:57:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:58:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:59:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:00:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:01:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:02:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:03:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:04:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:05:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:06:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:07:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:08:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:09:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:10:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:11:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:12:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:13:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:14:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:15:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:20:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:25:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:30:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:31:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:32:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:33:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:34:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:35:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:36:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:37:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:38:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:39:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:40:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:41:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:42:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:43:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:44:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:45:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:46:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:47:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:48:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 02:49:00.000000,100000.0,0.0,0.0,100000.0,0.0
