trade_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,side,pnl,commission,slippage,duration_hours,is_winner
trade_1,EURUSD,2025-06-01 19:35:15.666137,2025-06-01 19:35:15.761834,1.1001231800913072,1.0998888418382342,1000.0,buy,-2.234338253072952,2.0,0.0,2.6582500000000002e-05,False
trade_2,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:16.269620,1.1000149689911192,1.0998841754317104,1000.0,buy,-2.130793559408815,2.0,0.0,0.0001130413888888889,False
trade_3,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:16.420410,1.100040834703159,1.0993511569464782,1000.0,buy,-2.6896777566807177,2.0,0.0,0.0001549275,False
trade_4,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:16.713404,1.1000652640765975,1.099891679145164,1000.0,buy,-2.1735849314334903,2.0,0.0,0.00023631472222222221,False
trade_5,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:16.878414,1.1000652640765975,1.0998661851750535,1000.0,buy,-2.1990789015440253,2.0,0.0,0.00028215083333333333,False
trade_6,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:17.220402,1.100088399215415,1.0998783042698828,1000.0,buy,-2.2100949455321466,2.0,0.0,0.0003771475,False
trade_7,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:17.606429,1.1001079168177768,1.099897853150576,1000.0,buy,-2.210063667200666,2.0,0.0,0.0004843772222222222,False
trade_8,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:17.751211,1.1001079168177768,1.0998938770954152,1000.0,buy,-2.2140397223615587,2.0,0.0,0.0005245944444444444,False
trade_9,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:19.017232,1.1001162349730753,1.0994195582499864,1000.0,buy,-2.6966767230889293,2.0,0.0,0.0008762669444444445,False
trade_10,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:19.286689,1.1001189878796922,1.0998691651428283,1000.0,buy,-2.249822736863914,2.0,0.0,0.0009511161111111111,False
trade_11,EURUSD,2025-06-01 19:35:15.862671,2025-06-01 19:35:19.551265,1.099535167953545,1.0998712081617823,1000.0,buy,-1.6639597917627018,2.0,0.0,0.0010246094444444445,False
