timestamp,equity,returns,cumulative_returns,running_max,drawdown
2025-05-31 11:40:10.254835,100000.0,,,100000.0,0.0
2024-01-01 00:05:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:10:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:15:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:16:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:17:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:18:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:19:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:20:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:21:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:22:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:23:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:24:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:25:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:30:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:31:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:32:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:33:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:34:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:35:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:36:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:37:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:38:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:39:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:40:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:41:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:42:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:43:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:44:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:45:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:46:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:47:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:48:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:49:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:50:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:51:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:52:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:53:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:54:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 00:55:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:00:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:01:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:02:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:03:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:04:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:05:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:06:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:07:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:08:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:09:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:10:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:15:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:16:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:17:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:18:00.000000,100000.0,0.0,0.0,100000.0,0.0
2024-01-01 01:19:00.000000,100000.0,0.0,0.0,100000.0,0.0
